FOSB	BACH2
HOXB4	LBX2
ZNF211	ZNF471
ZNF345	ZFP30
DLX5	ESX1
NKX2-5	ESR2
TEAD2	ARID3B
PBX2	POU5F1B
ZNF579	ZNF707
HMBOX1	BARX2
ATF7	NFATC2
NKX2-5	NKX3-2
ZNF17	ZNF134
IKZF1	FEZF2
ISX	SATB2
PAX7	FOXA2
MEIS1	HOXD12
ALX1	TCF7L2
NR3C1	BCL6
HMGA2	ZMIZ2
ZKSCAN1	IKZF4
JUNB	USF1
ZNF354A	ZNF331
ZNF347	ZNF586
CDX1	BARX1
NFAT5	IRF3
ZNF99	ZBTB7A
HOXB7	MSX1
ZEB2	MBD2
ZNF746	LYAR
FOXP4	FOXP3
NR2F2	ALX4
ZSCAN5A	ZNF230
SMAD7	NFYB
ZBTB24	ZNF324B
NR3C2	NR5A1
ZNF324	ZNF707
HOXB6	ESR2
VSX2	ARX
NR1D1	MECP2
SP1	NR1D1
NR2F2	RXRG
ESR1	PIAS4
ZNF146	ZNF439
SALL1	TFCP2L1
IRF2	GABPA
SMAD7	CEBPA
HOXC11	HOXC8
SMAD9	MXI1
ZSCAN22	ZNF582
ZNF197	ZNF397
SPI1	ZFPM2
RELA	EBF1
MYOD1	ETV1
MEOX1	BSX
THRB	MYOD1
ALX1	RHOXF1
ARNT	ARNT
CDX4	NKX2-8
PDX1	RHOXF1
FOXS1	FOXL1
NR0B1	NR1H2
SMAD2	NFE2L2
ZNF432	ZNF45
XBP1	ZNF440
TBX2	TERF2
PDX1	SATB1
ALX3	EMX2
SHOX2	SP8
MESP1	HEY2
POU2F2	PAX7
MYOD1	MEF2A
SHOX2	LBX1
MEF2A	KLF15
MAFG	HMGA2
XBP1	ATF6B
HOXB6	PRRX1
TP73	RUNX1
PAX3	PBX2
NKX2-5	BARHL2
NCOR1	RELA
REL	NCOR2
GATA6	TCF7L2
ZNF574	ZNF526
FOS	PPARD
ZNF783	ZNF783
MYBL1	E2F1
POU2F1	HOXA5
HOXC8	HOXC9
HOXA3	ALX1
IRF9	IRF8
BATF3	NFE2L3
RXRA	NKX2-5
EN2	LEF1
CEBPB	HSF1
NR2F2	NR4A2
MEOX1	HOXD1
CRX	HOXA11
POU3F3	PBX1
MIXL1	TP63
TP53	PHB
CREB3	CREB3
IRF2	TCF3
ZNF136	ZNF350
NR1I2	POU2F1
ARID1A	RCOR1
NKX2-8	VAX2
ATF2	RUNX2
MTA2	ZNF219
ZNF24	ZKSCAN3
HOXB1	HOXA13
SHOX2	PAX2
HOXD3	MEOX2
NKX2-1	PAX9
REL	EBF3
ESR1	HIF1A
PITX1	RAX
PGR	VDR
STAT3	FOXP3
HOXB8	OTX2
ZNF136	ZNF793
MYBL2	TCF3
ZNF136	ZNF45
RELA	REL
NSD2	IKZF1
HOXA6	VSX1
MSX2	LBX1
NR2F1	GSX1
NKX3-2	E2F2
POU3F3	CDX1
TLX3	NKX2-3
MAF	AHR
GATA4	RUNX1
SOX3	SOX2
ZNF793	ZNF565
HMX3	LHX5
NR3C2	PPARG
HOXA2	HOXA9
ZNF23	ZNF584
IRX5	BARX1
STAT3	STAT5B
POU4F3	RAX
PAX3	DLX6
PDX1	GSC
MAF	EGR1
ZNF682	ZNF300
NKRF	NFE2
AHR	ESR2
POU6F2	SMARCC2
ZNF445	ZNF169
E2F6	NKX2-5
HOXB5	TLX1
OTX2	ZNF787
JUN	NR2C1
NCOR1	SP3
HOXA7	DLX5
HOXC12	NKX2-3
ATF7	ATF5
PAX4	PBX1
VDR	HNF4A
LHX1	OTP
HOXB2	HOXD10
GBX2	HHEX
TERF1	PAX5
HOXB8	CDX1
STAT1	STAT5A
SOX18	MESP1
TP53	TERF1
PRRX1	PAX9
TBX20	TBX20
PPARG	CEBPD
HOXB8	HOXD1
HOXB7	RARA
DLX2	LHX8
FOXK2	PRDM10
EVX2	PITX2
DLX2	GATA6
PGR	GSX1
ZNF197	ATF5
MYC	ARID2
HOXD3	HMBOX1
NKX2-1	ZHX1
HOXA3	HOXB1
AHRR	NCOA1
TUB	NKX3-1
MEIS1	HOXB13
HOXA2	POU3F1
SPDEF	NKX2-1
NFYB	CDX2
AR	SMARCC2
STAT5B	NCOA1
HNF1A	NR5A1
ZNF331	ZNF230
NFKB1	YY1
NR5A2	NR0B2
PRRX1	RAX2
HOXB9	ZFHX3
EGR1	MSX1
HOXA10	VAX2
PDX1	DLX4
ARID4A	GATAD2A
CRX	HOXA3
HOXB7	PITX1
CTCF	YBX1
PIAS1	RARA
ESR1	NR4A1
ALX3	LHX3
RBPJ	CDX2
POU2F2	PMS1
KLF4	HIC1
KLF3	ZFPM2
NFYA	GATA4
STAT1	FOXP3
HOXB1	HOXA1
HMX3	PGR
ID4	DLX4
NKX2-8	TCF21
FOXG1	SATB2
POU3F2	NCOR2
NR5A2	CREB1
AR	RARA
TCF3	ATOH1
HOXD10	HNF1B
ETS1	PIAS4
HMX2	HOXB8
RUNX1	FOXA2
VSX1	KLF13
SP2	HESX1
POU3F4	HOXC10
ZNF566	ZNF607
TLX1	PKNOX2
SMARCC1	RCOR1
LBX1	MESP1
NKX2-2	HNF1B
MYC	RAG1
ZNF23	GTF2IRD1
FOSB	NFIL3
CLOCK	YEATS4
NR3C1	SP3
MITF	HSF1
HMX3	POU2F3
LMX1B	PBX3
TLX2	POU3F2
SOX10	HOXD1
ZSCAN29	ZNF709
POU2F2	DMBX1
HMX2	IRX6
PHOX2A	HOXC8
HOXA7	SOX2
HOXA1	DLX1
PIAS1	SALL1
JUN	ZBTB17
ETS2	STAT1
FOXE1	HOXA10
HOXB7	MSX2
PROP1	PDX1
RORA	MEF2A
EVX1	HMBOX1
MEIS2	RXRA
ZNF586	ZFP30
PKNOX1	ALX1
ZNF273	ZNF512
MYOD1	HNF1A
POU3F2	EVX1
AFF4	NR2E3
POU3F2	SMARCC1
HOXC4	GSX1
PAX6	RAX2
ELF1	ELF2
FOXM1	FOXM1
ZNF281	ZBTB32
PIAS2	CREB1
HOXD11	HOXC5
ATF3	CEBPE
MTA2	POU4F2
MYF5	PAX3
MEIS2	HOXA9
HOXB6	NKX2-3
BACH1	CREM
NR2C2	POU4F2
SMAD7	SMAD1
KLF10	IKZF1
ZNF398	ZNF777
TCF3	HMGB2
CLOCK	NPAS3
GLI2	TGIF2
ZNF320	ZNF586
YEATS4	MAX
SOX10	HES5
PRDM5	BAZ2A
BARHL1	HOXC10
FOS	MAFF
RXRA	NR0B2
CEBPA	IKZF1
RARA	RHOXF1
HOXD8	SMAD1
POU2F1	MSX1
PAX5	POU4F2
NR5A1	NR2E1
AR	GTF2I
ESR1	SIX1
ETS1	RUNX2
TCF3	TSC22D3
CEBPA	NFIL3
ZNF254	ZNF34
BCL6	BCL6
SMAD9	MSX2
SMAD7	YY1
JUN	HIC2
PRRX2	HESX1
MSX1	IRX4
ZEB2	DLX1
PPARD	VAX1
HOXD13	MIXL1
ATF2	CEBPA
GSC	ALX4
MYOG	KLF10
VEZF1	ZBTB38
E2F3	SP1
SOX15	POU4F3
AR	MSX1
PAX4	HOXB5
SOX4	BARX1
MYOD1	ONECUT1
TFAP2A	KLF10
NCOR1	SETDB1
HOXD8	HOXA1
SP1	SOX2
HOXA10	MSX2
HOXA4	VSX1
SP1	KLF9
TP73	FLI1
EVX1	MIXL1
DLX6	EN1
MTA2	HOPX
IRX1	BARHL2
PGR	STAT3
VSX2	ZFHX3
HOXD3	OTP
SREBF2	SETDB1
EN2	BSX
SHOX	PHOX2B
ETS2	PITX1
BARHL2	ZHX2
PBX2	POU4F3
HOXC13	FOXJ2
KLF4	TGIF1
FOXC1	ALX4
JUNB	E2F1
SIX6	LHX2
POU4F2	BARX1
NKX2-2	ARX
HOXB8	PAX6
HOXA3	THRA
HOXC8	NR1H4
HOXA11	DLX2
TGIF2	FOXA2
TLX1	POU5F1B
PITX1	EVX2
PAX3	POU4F1
ELK3	SMAD3
STAT3	HIF1A
NPAS1	EPAS1
OTX2	NANOG
ELK1	REL
POU3F3	GSC
ZNF689	ZNF670
ESR1	HLX
AHR	FOXA1
PAX7	HOXD3
ZNF462	ZNF281
FOXK1	TFAP4
OLIG2	PHOX2B
ZNF557	IKZF4
KLF4	GSC
HOXD3	ALX4
SP1	BCL11B
TLX3	NKX2-4
ZKSCAN8	ZNF548
OTX1	LHX9
DLX5	FOXE3
CRX	POU4F3
NKX3-2	IRX3
GLI2	ZBTB16
ISL2	TGIF2
OTP	ARX
SRF	HMGA1
HOXD11	BARX2
PHOX2A	TGIF1
NR5A1	NCOA1
MBD3	ZNF800
HOXB9	NKX2-1
HMX3	BARX2
KMT2C	ESR2
MSC	TCF4
ATF2	NFYA
STAT5B	RUNX2
NCOR1	MYB
BCL6	PPARD
CEBPG	ZBTB17
MYOG	GATA3
NR2C2	ESRRG
FOXO1	NCOA1
GSC	POU4F1
NR5A2	NR3C2
NCOR1	NR1H2
ZNF211	ZNF383
ZSCAN30	ZNF232
HHEX	TCF7L1
HMBOX1	NKX3-1
FLI1	ELF5
E2F5	SMAD2
HOXC13	SOX9
PAX4	HOXB8
POU2F1	PITX2
ZEB2	EN2
HOXB9	RHOXF2
USF2	FOXJ2
PAX5	EBF1
HOXC4	POU1F1
ZNF253	ZFP37
ZNF268	ZNF347
FOS	NFATC3
POU1F1	SATB1
ZNF341	ARNT2
TULP1	ATF5
MSX1	PBX3
RXRA	GATAD2A
PAX3	LHX3
HOXD10	POU6F1
HOXA3	DLX2
ALX3	GSX1
STAT2	IRF7
FOXM1	IRF3
MTA3	MBD2
PDX1	LHX4
ZNF689	ZNF416
ESR1	ETV4
POU3F3	SATB2
ZNF25	ZNF148
SMAD4	CBFB
TCF4	GLIS2
YY1	SMAD3
MSX1	PAX8
RARA	KMT2C
EOMES	SMAD3
IRF3	CDX2
NR2C1	NR6A1
AR	ETV6
ATOH1	HES6
PGR	ESRRG
TFDP2	TFDP3
HOXC4	PBX2
PITX1	POU5F1
PIAS1	NR2F6
FOXG1	OTP
ZNF136	IKZF1
NKX6-2	GSX1
SHOX2	GSC
TLX2	PKNOX1
NFYB	RORA
SOX10	ALX4
HOXB7	HOXA9
FOXK2	CIC
MYC	ARID5B
TFAP2A	NFYB
CDX4	HOXC11
HOXA2	POU6F2
NCOA1	PBRM1
TGIF1	SMAD1
TERF1	RORB
PGR	NFKB1
ATF4	E2F5
MYOD1	NCOR2
HHEX	SOX7
NKX2-5	TGIF2
SOX2	ASCL1
ZEB2	HOXA4
MXD4	MLX
TLX1	POU3F4
ZEB1	FOXO4
ATF3	CEBPD
HHEX	BARHL1
NFX1	ZNF335
ZEB2	ZIC5
TBX3	HINFP
EVX2	ALX1
OTP	BARHL2
MTA1	HOPX
HOXB4	HOXC5
FOXC1	HEY2
PRDM8	FOXD3
JUND	JDP2
MTA2	HOXB4
LMX1B	POU2F3
MYOD1	NR2E3
POU2F2	HOXB1
HINFP	MBD2
MEIS2	POU2F1
HOXB5	PAX6
TP53	HIC1
ELK1	ELF3
ALX3	HOXA1
ZNF662	ZNF420
ZXDC	IKZF2
MYBL2	CDX2
MYC	SETDB1
TAL1	CEBPB
HOXB1	HOXB8
MIXL1	RAX
ZNF572	ZNF572
NCOR1	HOXB9
NKX2-8	HOXA2
ELK4	NCOR2
ONECUT2	DLX5
NKX2-8	PITX3
ZNF157	POU5F1
MECP2	RUNX1
HOXB5	HOXC13
ZNF17	ZNF584
SRF	HOPX
ELK1	GABPB2
RXRA	EPAS1
SMAD6	LEF1
HOXC11	MIXL1
SHOX	POU2F1
NR1D1	ESRRG
E2F2	ESR2
SRF	NKX2-5
ALX3	POU6F2
TEAD4	HOMEZ
CEBPB	RUNX1
SOX5	SOX11
ZNF589	IKZF3
ZNF212	ZNF212
POU2F1	DLX5
VDR	NR1D2
HOXA9	POU4F1
HBP1	IKZF3
TADA2A	MYEF2
PAX7	HOXC10
HNF4A	NR1H2
CEBPD	NFKB2
HOXC11	VSX2
ZNF397	ZSCAN21
E2F8	HIF1A
HOXA7	HOXC5
HOXD4	HOXB9
HOXA3	HOXD8
NFYA	NFYC
E2F1	ALX1
HOXA5	FOXF2
FOXS1	POU3F2
DLX6	VAX2
CREM	NFATC2
MTA2	ETS1
ZNF219	ZNF219
ZSCAN5C	IKZF1
MBD3	SP1
JUN	TERF1
GSX2	TP63
HKR1	ZFP82
RXRA	ALX4
THRB	HIF1A
