ZNF232	FOXE1
ZNF232	FOXS1
ZNF232	FOXP3
ZNF232	GATA1
ZNF232	FOXB2
ZNF232	FOXH1
ZNF232	FOXD4L4
ZNF232	FOXD4L5
ZNF232	FOXD4L6
ZNF232	NR0B1
ZNF232	GATA3
ZNF232	FOXO1
ZNF232	FOXC1
ZNF232	FOXD4
ZNF232	FOXI2
ZNF232	BAZ2B
ZNF232	PBRM1
ZNF232	TRPS1
ZNF232	FOXB1
ZNF232	ZGLP1
ZNF232	FOXP2
ZNF232	TFAM
ZNF232	FOXR2
ZNF232	HMGB4
ZNF232	MYBL1
ZNF232	HSFX2
ZNF232	HSF1
ZNF232	BAZ2A
ZNF232	NKX1-2
ZNF232	FOXD1
FOXA1	ESRRA
FOXA1	HIVEP2
FOXA1	GSC2
FOXA1	ZFY
FOXA1	MEF2B
FOXA1	FOXJ2
FOXA1	TBX21
FOXA1	ZNF324
FOXA1	ZNF416
FOXA1	ESR1
FOXA1	ZNF184
FOXA1	MZF1
FOXA1	ZFP64
FOXA1	MYBL2
FOXA1	ZNF512B
FOXA1	RHOXF1
FOXA1	ZNF263
FOXA1	ZNF205
FOXA1	ZNF500
FOXA1	TOX3
FOXA1	MAZ
FOXA1	MGA
FOXA1	GABPB1
FOXA1	ZNF432
FOXA1	ZNF180
FOXA1	FIZ1
FOXA1	ZIM2
FOXA1	ERF
FOXA1	SP4
FOXA1	HOXA2
FOXA1	HOXA5
FOXA1	ZNF510
FOXA1	ZNF688
FOXA1	FOXN1
FOXA1	NFKB1
FOXA1	ZNF268
FOXA1	PRDM4
FOXA1	GLI1
FOXA1	ELK3
FOXA1	NANOG
FOXA1	ZBTB24
FOXA1	ISL1
FOXA1	IRX4
FOXA1	NR3C1
FOXA1	BCL6
FOXA1	HES1
FOXA1	ZBTB47
FOXA1	DLX2
FOXA1	TCF21
FOXA1	GSC
FOXA1	HOXB5
FOXA1	MSX2
FOXA1	PRRX1
FOXA1	EGR1
FOXA1	NFYB
FOXA1	DLX4
FOXA1	TBX2
FOXA1	TBX4
FOXA1	ZNF141
FOXA1	ZNF211
FOXA1	AHR
FOXA1	EGR2
FOXA1	ZNF442
FOXA1	ZNF415
FOXA1	ZNF350
FOXA1	CTCFL
FOXA1	ZNF391
FOXA1	IRF1
FOXA1	SOX9
FOXA1	ZBTB46
FOXA1	PLAGL2
FOXA1	ELK1
FOXA1	HIVEP3
FOXA1	ZNF777
FOXA1	ZNF317
FOXA1	KLF2
FOXA1	ZNF10
FOXA1	PIAS1
FOXA1	ZNF232
FOXA1	KLF16
FOXA1	ZNF221
FOXA1	ZKSCAN3
FOXA1	ZSCAN10
FOXA1	ZNF764
FOXA1	ZNF747
FOXA1	JUND
FOXA1	ZNF557
FOXA1	MNX1
FOXA1	ZNF337
FOXA1	GATA5
FOXA1	ZNF426
FOXA1	ZNF331
FOXA1	ZNF236
FOXA1	RARA
FOXA1	ZNF132
FOXA1	NR0B2
FOXA1	ZNF700
FOXA1	LHX1
FOXA1	ZNF334
FOXA1	ZNF679
FOXA1	BHLHE40
FOXA1	TBX3
FOXA1	EMX1
FOXA1	NKX2-8
FOXA1	FOXF2
FOXA1	ZNF24
FOXA1	KLF3
FOXA1	ZNF430
FOXA1	LHX5
FOXA1	IKZF4
FOXA1	ATF1
FOXA1	ZNF282
FOXA1	SMAD2
FOXA1	YY1
FOXA1	ZNF175
FOXA1	GLIS2
FOXA1	ZNF423
FOXA1	FOXF1
FOXA1	ZNF629
FOXA1	ZBTB32
FOXA1	PPARA
FOXA1	ZNF225
FOXA1	TCF3
FOXA1	ZNF264
FOXA1	WIZ
FOXA1	EPAS1
FOXA1	CTCF
FOXA1	THRA
FOXA1	STAT3
FOXA1	MECOM
FOXA1	FOSL2
FOXA1	PRDM5
FOXA1	KLF1
FOXA1	LEF1
FOXA1	PITX1
FOXA1	SRF
FOXA1	CREM
FOXA1	ZNF800
FOXA1	PATZ1
FOXA1	ASCL1
FOXA1	ZIC5
FOXA1	ZNF280D
FOXA1	ZNF710
FOXA1	ZNF174
FOXA1	GATA6
FOXA1	ZNF544
FOXA1	ZIM3
FOXA1	PRDM15
FOXA1	ZNF45
FOXA1	ZFP14
FOXA1	ZNF155
FOXA1	ZNF581
FOXA1	ZNF787
FOXA1	ZNF473
FOXA1	ZNF614
FOXA1	PRDM16
FOXA1	MEF2D
FOXA1	OSR1
FOXA1	MEIS1
FOXA1	HES6
FOXA1	ZKSCAN7
FOXA1	RBAK
FOXA1	ZNF711
FOXA1	PRDM14
FOXA1	ZNF16
FOXA1	ZNF462
FOXA1	ZNF214
FOXA1	ZNF215
FOXA1	ZNF343
FOXA1	TBX6
FOXA1	TCF7L1
FOXA1	ZNF547
FOXA1	ZNF304
FOXA1	ZNF773
FOXA1	ZNF551
FOXA1	ZNF256
FOXA1	ZSCAN1
FOXA1	ZNF117
FOXA1	ZIC1
FOXA1	FEZF2
FOXA1	KLF10
FOXA1	ZNF689
FOXA1	ZIC3
FOXA1	PPARG
FOXA1	ZNF19
FOXA1	ZSCAN23
FOXA1	HOXB13
FOXA1	IRX6
FOXA1	ISL2
FOXA1	ZNF235
FOXA1	ZNF583
FOXA1	ZBTB7B
FOXA1	ZSCAN21
FOXA1	ZNF333
FOXA1	ZNF251
FOXA1	ZNF250
FOXA1	ZNF585A
FOXA1	ZNF382
FOXA1	STAT5B
FOXA1	ZNF613
FOXA1	ZNF563
FOXA1	ZNF653
FOXA1	BCL6B
FOXA1	LHX8
FOXA1	GFI1
FOXA1	ZNF281
FOXA1	ZNF496
FOXA1	LMX1A
FOXA1	REL
FOXA1	ZNF514
FOXA1	FEV
FOXA1	EOMES
FOXA1	HESX1
FOXA1	ZNF502
FOXA1	KLF15
FOXA1	PRDM9
FOXA1	FOXQ1
FOXA1	SOX17
FOXA1	OSR2
FOXA1	ZNF22
FOXA1	SNAPC4
FOXA1	FOXN4
FOXA1	ZNF319
FOXA1	ATMIN
FOXA1	ZNF3
FOXA1	ZNF407
FOXA1	ZNF592
FOXA1	MESP1
FOXA1	ZBTB39
FOXA1	RUNX1
FOXA1	ZNF91
FOXA1	ZNF646
FOXA1	ZNF267
FOXA1	ZNF641
FOXA1	ZNF524
FOXA1	ZNF701
FOXA1	ZNF83
FOXA1	ZNF526
FOXA1	ZNF582
FOXA1	ZFP28
FOXA1	ZNF577
FOXA1	ZNF558
FOXA1	ZNF560
FOXA1	ZNF443
FOXA1	E4F1
FOXA1	ZNF597
FOXA1	ZNF25
FOXA1	GBX2
FOXA1	ZNF396
FOXA1	KLF13
FOXA1	ZSCAN32
FOXA1	ZNF556
FOXA1	ZNF296
FOXA1	SP7
FOXA1	OTP
FOXA1	ZNF280A
FOXA1	ZNF57
FOXA1	ZNF30
FOXA1	ZNF561
FOXA1	FOXA3
FOXA1	PITX2
FOXA1	FOXI1
FOXA1	ZNF217
FOXA1	ZNF467
FOXA1	ZFX
FOXA1	ZNF439
FOXA1	IRX1
FOXA1	ZNF440
FOXA1	SMAD1
FOXA1	ZNF131
FOXA1	FOS
FOXA1	ZNF182
FOXA1	ZNF584
FOXA1	ZNF565
FOXA1	ETV5
FOXA1	IRX2
FOXA1	KLF11
FOXA1	ZBTB5
FOXA1	ZNF239
FOXA1	ZBTB4
FOXA1	HMGA1
FOXA1	HOXB3
FOXA1	ZNF431
FOXA1	ZBTB21
FOXA1	ZNF471
FOXA1	ZNF680
FOXA1	KLF7
FOXA1	ZNF408
FOXA1	GLIS1
FOXA1	ZNF80
FOXA1	TBX5
FOXA1	ZNF596
FOXA1	SP3
FOXA1	ZNF624
FOXA1	KLF14
FOXA1	PPARD
FOXA1	ELF5
FOXA1	ZNF497
FOXA1	PROP1
FOXA1	ZNF417
FOXA1	ISX
FOXA1	ZNF490
FOXA1	ZNF699
FOXA1	ZNF483
FOXA1	REST
FOXA1	ZNF654
FOXA1	ZNF507
FOXA1	HNF4A
FOXA1	ZNF366
FOXA1	ZNF491
FOXA1	ZNF436
FOXA1	HIC1
FOXA1	ZBTB33
FOXA1	UNCX
FOXA1	ZNF41
FOXA1	ALX1
FOXA1	HKR1
FOXA1	ZNF18
FOXA1	ZNF575
FOXA1	ZNF726
FOXA1	ZNF518B
FOXA1	EGR3
FOXA1	ZNF513
FOXA1	ZNF114
FOXA1	ZNF77
FOXA1	ZNF720
FOXA1	ZNF572
FOXA1	ZNF101
FOXA1	ZNF687
FOXA1	ZNF580
FOXA1	ZNF784
FOXA1	ZNF579
FOXA1	ZFP3
FOXA1	ZNF7
FOXA1	ZNF227
FOXA1	ZNF554
FOXA1	ZNF274
FOXA1	MEOX1
FOXA1	ZNF776
FOXA1	ETV4
FOXA1	ZNF671
FOXA1	ZSCAN4
FOXA1	ZNF620
FOXA1	ZNF611
FOXA1	ZNF543
FOXA1	ZKSCAN5
FOXA1	ZKSCAN1
FOXA1	ZBTB2
FOXA1	ZBTB7A
FOXA1	FOXJ1
FOXA1	ZNF771
FOXA1	ZNF48
FOXA1	ZNF354C
FOXA1	ZNF610
FOXA1	ZNF540
FOXA1	ZNF660
FOXA1	HOXA3
FOXA1	ZNF569
FOXA1	ZNF836
FOXA1	PGR
FOXA1	ZNF335
FOXA1	PLAG1
FOXA1	ZNF639
FOXA1	NR2F1
FOXA1	ZBTB11
FOXA1	MYNN
FOXA1	ZNF454
FOXA1	FOXL1
FOXA1	FOXC2
FOXA1	PEG3
FOXA1	ZFPM1
FOXA1	ZNF121
FOXA1	ZNF354B
FOXA1	ZNF283
FOXA1	ZFP41
FOXA1	ZNF534
FOXA1	NKX2-5
FOXA1	ZNF71
FOXA1	ZNF696
FOXA1	ZBTB7C
FOXA1	ZNF37A
FOXA1	ZNF662
FOXA1	SP1
FOXA1	ZSCAN30
FOXA1	ZNF85
FOXA1	ZNF775
FOXA1	WT1
FOXA1	ZNF84
FOXA1	ZNF570
FOXA1	ZNF397
FOXA1	IRX3
FOXA1	IKZF1
FOXA1	ZKSCAN2
FOXA1	HOXB2
FOXA1	ZNF789
FOXA1	RARB
FOXA1	ZSCAN22
FOXA1	ZNF92
FOXA1	ALX4
FOXA1	ZKSCAN8
FOXA1	ZNF530
FOXA1	SMAD3
FOXA1	ZNF470
FOXA1	ZNF285
FOXA1	ZNF571
FOXA1	ZNF26
FOXA1	ZNF479
FOXA1	ZNF599
FOXA1	TTF1
FOXA1	ZNF749
FOXA1	ZNF677
FOXA1	GATA4
FOXA1	ZNF568
FOXA1	RAX
FOXA1	ZNF555
FOXA1	ZNF486
FOXA1	ZNF20
FOXA1	NR1I2
FOXA1	ZNF226
FOXA1	CENPA
FOXA1	ZNF644
FOXA1	ZNF112
FOXA1	ZNF354A
FOXA1	ZNF664
FOXA1	ZNF394
FOXA1	ZNF224
FOXA1	ZNF324B
FOXA1	ZNF548
FOXA1	ZNF202
FOXA1	ZNF576
FOXA1	HIF1A
FOXA1	ZBTB16
FOXA1	ZNF532
FOXA1	HEY1
FOXA1	GZF1
FOXA1	ZNF420
FOXA1	BCL11A
FOXA1	ZBTB49
FOXA1	ZNF444
FOXA1	FOXG1
FOXA1	ZNF70
FOXA1	FOXO3
FOXA1	ZNF449
FOXA1	PRDM8
FOXA1	ZNF433
FOXA1	ZNF546
FOXA1	PAX4
FOXA1	MYB
FOXA1	ZNF564
FOXA1	ZNF383
FOXA1	ZNF573
FOXA1	TCF7
FOXA1	ZNF14
FOXA1	ZNF823
FOXA1	ZNF124
FOXA1	SP6
FOXA1	ZNF621
FOXA1	MEF2C
FOXA1	ZNF81
FOXA1	ZNF772
FOXA1	STAT5A
FOXA1	ZNF695
FOXA1	ZNF34
FOXA1	SMAD4
FOXA1	SOX18
FOXA1	ZNF93
FOXA1	ZNF189
FOXA1	FOXM1
FOXA1	MESP2
FOXA1	ZNF669
FOXA1	NKX2-3
FOXA1	ZNF791
FOXA1	ZNF107
FOXA1	ZFP30
FOXA1	ZNF606
FOXA1	ESR2
FOXA1	ZNF648
FOXA1	ZNF136
FOXA1	ZNF341
FOXA1	ATF3
FOXA1	IKZF3
FOXA1	ARID1B
FOXA1	GFI1B
FOXA1	ZNF600
FOXA1	GLI4
FOXA1	NKX2-4
FOXA1	ZNF69
FOXA1	ZSCAN31
FOXA1	ZNF2
FOXA1	ZNF587
FOXA1	GATA2
FOXA1	ZNF197
FOXA1	ZNF774
FOXA1	MEF2A
FOXA1	ZBTB45
FOXA1	ZNF589
FOXA1	PLAGL1
FOXA1	NKX2-1
FOXA1	GABPA
FOXA1	ZNF649
FOXA1	ZNF43
FOXA1	ZNF736
FOXA1	ZNF607
FOXA1	ZNF512
FOXA1	LMX1B
FOXA1	ZNF536
FOXA1	ZNF140
FOXA1	SREBF1
FOXA1	ZNF44
FOXA1	NPAS3
FOXA1	ZNF770
FOXA1	ZNF74
FOXA1	ZNF790
FOXA1	ZNF708
FOXA1	ZNF254
FOXA1	ZBTB14
FOXA1	BCL11B
FOXA1	ZNF23
FOXA1	ZNF248
FOXA1	ZNF816
FOXA1	ZNF98
FOXA1	ZNF441
FOXA1	ELK4
FOXA1	ZNF329
FOXA1	ZNF100
FOXA1	ZNF429
FOXA1	ZNF781
FOXA1	ARNT
FOXA1	ZNF707
FOXA1	ZXDA
FOXA1	ZBTB18
FOXA1	PRDM10
FOXA1	ZSCAN5B
FOXA1	ZNF574
FOXA1	ZNF705A
FOXA1	ZNF33B
FOXA1	HAND2
FOXA1	ELF3
FOXA1	ZNF675
FOXA1	ZNF808
FOXA1	ZNF517
FOXA1	DMBX1
FOXA1	HOXA4
FOXA1	ETS2
FOXA1	ZNF460
FOXA1	ZNF280B
FOXA1	ZNF528
FOXA1	ZNF148
FOXA1	ZNF567
FOXA1	SOX10
FOXA1	ZNF219
FOXA1	ZSCAN12
FOXA1	STAT1
FOXA1	ZNF627
FOXA1	ANKRD30A
FOXA1	ZFP2
FOXA1	DLX1
FOXA1	GLI2
FOXA1	ZNF384
FOXA1	ZNF438
FOXA1	ZNF266
FOXA1	ZNF652
FOXA1	ZNF485
FOXA1	ZNF521
FOXA1	HOXB1
FOXA1	SOX15
FOXA1	ZNF670
FOXA1	MIXL1
FOXA1	LHX9
FOXA1	ZBTB41
FOXA1	ZBTB37
FOXA1	TBX19
FOXA1	NR1I3
FOXA1	ETV3
FOXA1	IKZF5
FOXA1	NR2E1
FOXA1	PRDM13
FOXA1	ZNF292
FOXA1	ALX3
FOXA1	PITX3
FOXA1	LBX1
FOXA1	SOX3
FOXA1	ZNF75D
FOXA1	ZNF280C
FOXA1	ZNF831
FOXA1	FOXD3
FOXA1	JUN
FOXA1	RHOXF2
FOXA1	RHOXF2B
FOXA1	RUNX2
FOXA1	LHX3
FOXA1	KLF17
FOXA1	PRRX2
FOXA1	ESX1
FOXA1	FOXO6
FOXA1	ZNF684
FOXA1	ZFP69
FOXA1	RLF
FOXA1	MTF1
FOXA1	ZNF79
FOXA1	ZNF362
FOXA1	ZBTB34
FOXA1	ZBTB43
FOXA1	ZBTB8A
FOXA1	LHX2
FOXA1	ZBTB26
FOXA1	ZBTB6
FOXA1	ZNF76
FOXA1	ZFP37
FOXA1	FOXO4
FOXA1	ZNF32
FOXA1	ZNF33A
FOXA1	KLF4
FOXA1	RXRB
FOXA1	AR
FOXA1	ZXDB
FOXA1	FOXE1
FOXA1	ZNF367
FOXA1	SP5
FOXA1	PAX7
FOXA1	ZNF484
FOXA1	ZBTB12
FOXA1	ZBTB40
FOXA1	ZBTB17
FOXA1	ZNF549
FOXA1	ZSCAN5C
FOXA1	ZIC2
FOXA1	PTF1A
FOXA1	DPRX
FOXA1	GATA1
FOXA1	ZNF615
FOXA1	SP2
FOXA1	ZNF157
FOXA1	KLF9
FOXA1	NKX2-2
FOXA1	ZNF311
FOXA1	ZKSCAN4
FOXA1	ZSCAN16
FOXA1	FOXH1
FOXA1	ZNF165
FOXA1	ZNF658
FOXA1	KLF12
FOXA1	HIF3A
FOXA1	ZNF133
FOXA1	ZBTB48
FOXA1	KLF5
FOXA1	ZFAT
FOXA1	MYC
FOXA1	ZNF425
FOXA1	ARX
FOXA1	PAX6
FOXA1	GATA3
FOXA1	HIVEP1
FOXA1	ZNF827
FOXA1	FOXO1
FOXA1	TFAP2A
FOXA1	SMAD9
FOXA1	RREB1
FOXA1	ZNF763
FOXA1	ZNF768
FOXA1	NKX3-1
FOXA1	FOXC1
FOXA1	ESRRB
FOXA1	NFIB
FOXA1	PDX1
FOXA1	GTF3A
FOXA1	SHOX
FOXA1	GLIS3
FOXA1	MSX1
FOXA1	SRY
FOXA1	ZNF860
FOXA1	ZNF841
FOXA1	TBR1
FOXA1	ZXDC
FOXA1	ZNF552
FOXA1	ZSCAN5A
FOXA1	ZNF628
FOXA1	ZNF320
FOXA1	ZNF233
FOXA1	ZNF222
FOXA1	PAX3
FOXA1	ZNF566
FOXA1	ZNF493
FOXA1	ZNF605
FOXA1	HOXD13
FOXA1	ETS1
FOXA1	ZFP1
FOXA1	ZNF559
FOXA1	ZNF414
FOXA1	NR2F2
FOXA1	LHX6
FOXA1	ZNF358
FOXA1	RARG
FOXA1	ZBTB1
FOXA1	ZBTB3
FOXA1	SP9
FOXA1	ZNF785
FOXA1	ZNF169
FOXA1	ZNF488
FOXA1	ZNF287
FOXA1	GLI3
FOXA1	ZNF501
FOXA1	ZNF35
FOXA1	ZNF445
FOXA1	ZNF418
FOXA1	ZNF586
FOXA1	ZNF134
FOXA1	ZNF813
FOXA1	ZNF765
FOXA1	HNF4G
FOXA1	ZNF665
FOXA1	ZNF143
FOXA1	ZNF213
FOXA1	ZSCAN29
FOXA1	ZNF691
FOXA1	ZNF99
FOXA1	ZNF676
FOXA1	ZNF208
FOXA1	ZNF682
FOXA1	ZNF891
FOXA1	ZNF709
FOXA1	ZNF846
FOXA1	ZFP90
FOXA1	NOTO
FOXA1	AEBP2
FOXA1	ERG
FOXA1	ZNF195
FOXA1	ZNF594
FOXA1	ZNF705D
FOXA1	ZNF705B
FOXA1	ZNF705G
FOXA1	HMX1
FOXA1	ZNF681
FOXA1	ZFPM2
FOXA1	RELA
FOXA1	ZGLP1
FOXA1	ETV2
FOXA1	HIC2
FOXA1	ZNF792
FOXA1	ETV1
FOXA1	ZNF12
FOXA1	ESRRG
FOXA1	ZNF630
FOXA1	ZBTB10
FOXA1	CREB1
FOXA1	NR1H3
FOXA1	ZNF845
FOXA1	ZNF487
FOXA1	ZNF419
FOXA1	YY2
FOXA1	ZNF852
FOXA1	DLX3
FOXA1	ZNF527
FOXA1	ZNF302
FOXA1	ZNF692
FOXA1	ZNF780B
FOXA1	ZNF844
FOXA1	ZNF146
FOXA1	ZNF587B
FOXA1	ZNF506
FOXA1	ZNF655
FOXA1	ZNF716
FOXA1	ZNF625
FOXA1	ZNF516
FOXA1	MECP2
FOXA1	ZNF200
FOXA1	ZNF737
FOXA1	ZNF793
FOXA1	ZNF697
FOXA1	ZNF300
FOXA1	ZNF28
FOXA1	SHOX2
FOXA1	ZNF142
FOXA1	ZFP69B
FOXA1	FLI1
FOXA1	ZNF234
FOXA1	ZNF780A
FOXA1	DRGX
FOXA1	ZNF223
FOXA1	ZNF469
FOXA1	ZNF668
FOXA1	ZSCAN9
FOXA1	ZBTB22
FOXA1	ZNF347
FOXA1	ZNF778
FOXA1	NPAS1
FOXA1	ZNF837
FOXA1	PBX1
FOXA1	ZNF160
FOXA1	ZNF880
FOXA1	ZBTB38
FOXA1	ZNF410
FOXA1	ZNF138
FOXA1	SP8
FOXA1	ZBTB42
FOXA1	ZNF230
FOXA1	ZNF740
FOXA1	ZNF717
FOXA1	ZNF766
FOXA1	ZSCAN2
FOXA1	IKZF2
FOXA1	ZNF90
FOXA1	ZNF814
FOXA1	ZNF562
FOXA1	ZNF783
FOXA1	ZNF284
FOXA1	ZNF799
FOXA1	ZNF275
FOXA1	ZNF619
FOXA1	FEZF1
FOXA1	ZNF805
FOXA1	ZNF492
FOXA1	ZNF879
FOXA1	ZNF177
FOXA1	ZNF732
FOXA1	ZNF276
FOXA1	SEBOX
FOXA1	ZNF713
FOXA1	REPIN1
FOXA1	KLF8
FOXA1	ZNF480
FOXA1	ZNF786
FOXA1	ZNF525
FOXA1	ZFP57
FOXA1	ZNF273
FOXA1	ZNF322
FOXA1	ZBTB20
FOXA1	ZNF782
FOXA1	NOBOX
FOXA1	RXRA
FOXA1	KLF6
FOXA1	ZNF398
FOXA1	ZNF181
FOXA1	ZNF154
FOXA1	ZNF672
FOXA1	ZNF550
FOXA1	ZFP62
FOXA1	FOXR2
FOXA1	CEBPA
FOXA1	DLX6
FOXA1	ZNF721
FOXA1	ZNF674
FOXA1	ZNF829
FOXA1	ZNF260
FOXA1	ETV3L
FOXA1	ZNF345
FOXA1	ZFP82
FOXA1	ZBTB44
FOXA1	ZNF585B
FOXA1	ZIC4
FOXA1	ZNF595
FOXA1	ZNF678
FOXA1	ZNF135
FOXA1	SMAD5
FOXA1	NKRF
FOXA1	ZNF835
FOXA1	TCF7L2
FOXA1	EGR4
FOXA1	NR1H4
FOXA1	VDR
FOXA1	ZNF878
FOXA1	ZNF727
FOXA1	HOPX
FOXA1	RAX2
FOXA1	MEIS2
FOXA1	ZNF853
FOXA1	ZFP91-CNTF
FOXA1	ZNF865
FOXA1	ZNF286A
FOXA1	ZNF578
FOXA1	ZNF75A
FOXA1	ZNF286B
FOXA1	ZNF66
FOXA1	ZFP92
FOXA1	VEZF1
FOXA1	FOXD1
FOXA1	ZNF519
FOXA1	ZNF850
FOXA1	ZNF529
FOXA1	NFIC
FOXA1	ZNF404
FOXA1	ZNF229
FOXA1	ZNF461
FOXA1	ZNF253
FOXA1	ZNF714
FOXA1	ZNF729
FOXA1	ZNF626
FOXA1	ZSCAN18
FOXA1	ZNF257
FOXA1	ZNF616
FOXA1	ZNF728
FOXA1	ZNF17
FOXA1	ZNF446
FOXA1	ZIK1
FOXA1	ZNF788
KLF16	MEF2B
KLF16	ESR1
KLF16	MYBL2
KLF16	CAPN15
KLF16	TOX3
KLF16	GABPB1
KLF16	TADA2A
KLF16	FOXN1
KLF16	NFKB1
KLF16	NR3C1
KLF16	NFYB
KLF16	FOXA1
KLF16	JUND
KLF16	GATA5
KLF16	SMARCC1
KLF16	BHLHE40
KLF16	NKX2-8
KLF16	FOXF2
KLF16	FOXN3
KLF16	FOXF1
KLF16	TOX4
KLF16	HSF4
KLF16	SRF
KLF16	SMARCC2
KLF16	GATA6
KLF16	MEF2D
KLF16	SSRP1
KLF16	HMGB2
KLF16	FOXQ1
KLF16	SNAPC4
KLF16	FOXN4
KLF16	UBTF
KLF16	FOXD4L1
KLF16	HSFY1
KLF16	FOXA3
KLF16	FOXI1
KLF16	RFXANK
KLF16	HSFY2
KLF16	TADA2B
KLF16	FOXP4
KLF16	TEAD2
KLF16	FOXR1
KLF16	FOXP1
KLF16	FOXJ1
KLF16	FOXL1
KLF16	FOXC2
KLF16	SETDB2
KLF16	HMG20B
KLF16	FOXK1
KLF16	DMTF1
KLF16	FOXL2
KLF16	TTF1
KLF16	GATA4
KLF16	FOXE3
KLF16	FOXD2
KLF16	FOXK2
KLF16	NR1I2
KLF16	HMG20A
KLF16	CENPA
KLF16	FOXG1
KLF16	FOXO3
KLF16	MYB
KLF16	MEF2C
KLF16	FOXD4L3
KLF16	FOXM1
KLF16	HMGB1
KLF16	FOXN2
KLF16	ATF3
KLF16	TOX2
KLF16	NKX2-4
KLF16	GATA2
KLF16	NFYA
KLF16	TEAD3
KLF16	MEF2A
KLF16	TEAD4
KLF16	ANKRD30A
KLF16	TEAD1
KLF16	FOXJ3
KLF16	TOX
KLF16	HEY2
KLF16	HSF2
KLF16	GABPB2
KLF16	NFKB2
KLF16	LBX1
KLF16	HMGB3
KLF16	HSFX1
KLF16	FOXD3
KLF16	JUN
KLF16	CDC5L
KLF16	ZNFX1
KLF16	FOXO6
KLF16	FOXO4
KLF16	FOXE1
KLF16	FOXS1
KLF16	FOXP3
KLF16	GATA1
KLF16	FOXB2
KLF16	FOXH1
KLF16	FOXD4L4
KLF16	FOXD4L5
KLF16	FOXD4L6
KLF16	GATA3
KLF16	FOXO1
KLF16	FOXC1
KLF16	FOXD4
KLF16	FOXI2
KLF16	BAZ2B
KLF16	PBRM1
KLF16	TRPS1
KLF16	FOXB1
KLF16	ZGLP1
KLF16	FOXP2
KLF16	EVX1
KLF16	TFAM
KLF16	FOXR2
KLF16	HMGB4
KLF16	MYBL1
KLF16	HSFX2
KLF16	HSF1
KLF16	BAZ2A
KLF16	FOXD1
SALL1	SALL4
SALL1	HOXA2
SALL1	HOXA5
SALL1	MYF5
SALL1	NANOG
SALL1	HOXB5
SALL1	HOXB7
SALL1	TBX2
SALL1	TBX4
SALL1	MYOG
SALL1	CTCFL
SALL1	MYOD1
SALL1	TBX3
SALL1	POU5F1
SALL1	ZNF423
SALL1	TEF
SALL1	TERF1
SALL1	ZIC3
SALL1	EOMES
SALL1	GBX2
SALL1	TBX5
SALL1	TEAD2
SALL1	SOX2
SALL1	FOXC2
SALL1	WT1
SALL1	SALL2
SALL1	RERE
SALL1	PRDM10
SALL1	GLI2
SALL1	POU3F3
SALL1	HOXB1
SALL1	LBX1
SALL1	TLX1
SALL1	FOXE1
SALL1	NR0B1
SALL1	GATA3
SALL1	FOXC1
SALL1	GLI3
SALL1	ZFPM2
SALL1	MECP2
SALL1	FOXD1
PBX4	HOXA11
PBX4	HOXC8
PBX4	HOXA2
PBX4	HOXA5
PBX4	HOXA6
PBX4	HOXA13
PBX4	HOXB6
PBX4	IRX4
PBX4	HOXB8
PBX4	HOXB5
PBX4	HOXB7
PBX4	MSX2
PBX4	HOXA7
PBX4	EGR2
PBX4	HOXC13
PBX4	HOXC12
PBX4	HOXC6
PBX4	HOXD3
PBX4	HOXD9
PBX4	HOXD10
PBX4	HOXD11
PBX4	MNX1
PBX4	MEOX2
PBX4	SMAD2
PBX4	TCF3
PBX4	LEF1
PBX4	MEIS1
PBX4	TCF7L1
PBX4	HOXA10
PBX4	HOXB13
PBX4	IRX6
PBX4	PKNOX1
PBX4	EN1
PBX4	EN2
PBX4	GBX1
PBX4	PKNOX2
PBX4	GBX2
PBX4	HOXD4
PBX4	HOXC9
PBX4	GSX1
PBX4	IRX1
PBX4	SMAD1
PBX4	HOXC4
PBX4	IRX2
PBX4	HOXC10
PBX4	HOXB3
PBX4	HOXC5
PBX4	HOXB9
PBX4	FOXP4
PBX4	TBX5
PBX4	KLF14
PBX4	ZNF497
PBX4	HOXD8
PBX4	TGIF2LY
PBX4	FOXP1
PBX4	GSX2
PBX4	MEOX1
PBX4	HOXA3
PBX4	TGIF1
PBX4	HOXD1
PBX4	HOXB4
PBX4	IRX3
PBX4	HOXB2
PBX4	SMAD3
PBX4	ZNF664
PBX4	ZNF444
PBX4	ZNF573
PBX4	TCF7
PBX4	SMAD4
PBX4	FOXD4L3
PBX4	HOXA1
PBX4	HOXA9
PBX4	ZNF648
PBX4	HAND2
PBX4	HOXA4
PBX4	TGIF2LX
PBX4	HOXB1
PBX4	RHOXF2
PBX4	RHOXF2B
PBX4	TGIF2
PBX4	MKX
PBX4	FOXP3
PBX4	FOXD4L4
PBX4	PAX6
PBX4	SMAD9
PBX4	PDX1
PBX4	PAX3
PBX4	HOXD13
PBX4	IRX5
PBX4	GLI3
PBX4	HOXD12
PBX4	FOXP2
PBX4	ZNF276
PBX4	ZNF585B
PBX4	SMAD5
PBX4	TCF7L2
PBX4	HOXC11
PBX4	DUXA
PBX4	MEIS3
PBX4	MEIS2
ZNF221	MEF2B
ZNF221	FOXJ2
ZNF221	MYBL2
ZNF221	CAPN15
ZNF221	TOX3
ZNF221	GABPB1
ZNF221	TADA2A
ZNF221	FOXN1
ZNF221	NFKB1
ZNF221	NFYB
ZNF221	FOXA1
ZNF221	GATA5
